Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
61968,Reactome_2016,3,Phospholipid metabolism Homo sapiens R-HSA-1483257,0.00119366657607674,0.0281397868913928,18,161,2.4145295193108,16.2515355329538,MTMR3;CHKA;SLC44A1;ABHD3;PITPNB;PIK3CD;PIK3CB;PIK3C2A;GPCPD1;PLB1;AGPAT3;PIKFYVE;PIK3CA;ETNK1;PI4KA;PIP5K1A;PIP5K1B;CHPT1
63244,KEGG_2021_Human,3,Phospholipase D signaling pathway,0.00119791503507683,0.0281397868913928,17,148,2.48833240240799,16.7394418162327,GAB1;PIK3CD;PIK3CB;AGPAT3;DNM3;GNA13;CYTH4;PIK3CA;PDGFC;GNAS;PIP5K1A;MAPK1;PTK2B;PIP5K1B;RAF1;PLCB2;SOS2
5106,GO_Biological_Process_2021,5,negative regulation of protein kinase activity (GO:0006469),0.00312943136160812,0.0281610827460057,10,90,3.029309252218,17.4697355364408,RB1;SPRED1;PTPRC;UBASH3B;GNAQ;NF1;PRKAG2;SORL1;SLC8A1;SNCA
5113,GO_Biological_Process_2021,5,regulation of cellular localization (GO:0060341),0.00314698925280511,0.0282552745663748,7,49,4.03177609427609,23.2283082042158,PRKN;LYN;HSP90AA1;CAMK2D;FER;GSN;LRRK2
41982,GWAS_Catalog_2019,9,Cerebrospinal P-tau181p levels,0.00160736587956695,0.0282865631820441,5,48,6.47463002114165,41.6523214106512,PTPRD;DGKB;ZNF536;UNC5C;NRG1
41983,GWAS_Catalog_2019,9,Severe influenza A (H1N1) infection,0.00160736587956695,0.0282865631820441,5,48,6.47463002114165,41.6523214106512,DPP10;APLP1;CSMD3;FGF12;LRP1B
28061,Reactome_2016,4,COPI-dependent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811434,0.000778768226546641,0.0283351823966585,11,81,3.46569113756614,24.8067139159551,ARF4;NAPB;RACGAP1;SURF4;TMED3;COPG1;KIFAP3;SEC22B;ARFGAP1;ARFGAP2;ARCN1
58302,GO_Biological_Process_2021,3,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),0.00121887179440399,0.0284191966338358,10,64,3.54019508913555,23.7541058228424,TCF7L2;CDK8;MED13;CBFB;AGO3;AGO4;CTNNB1;MED27;MED15;NFKB1
36708,Reactome_2016,0,Glucose transport Homo sapiens R-HSA-70153,0.00049440286043904,0.0285746542116712,9,42,4.54416733708769,34.5909282284934,NUP93;POM121;NUP205;NUP107;POM121C;TPR;NUP153;NUPL2;NUP160
5114,GO_Biological_Process_2021,5,positive regulation of interleukin-6 production (GO:0032755),0.0032221418961632,0.0287242720672188,9,76,3.25346684300019,18.6674458412427,CD74;SYK;STAT3;PLCG2;MBP;POU2F2;IL6R;IL17RA;TLR2
5115,GO_Biological_Process_2021,5,regulation of epithelial to mesenchymal transition (GO:0010717),0.0032221418961632,0.0287242720672188,9,76,3.25346684300019,18.6674458412427,TIAM1;SPRED1;PTEN;GCNT2;LDLRAD4;TGFBR1;CLASP1;TGFBR2;CLASP2
8694,Reactome_2016,5,Platelet Aggregation (Plug Formation) Homo sapiens R-HSA-76009,0.00321535760481016,0.0287242720672188,6,37,4.67884310295733,26.8557017667109,APBB1IP;RAP1A;SYK;GRB2;SOS1;PTK2
10073,GWAS_Catalog_2019,5,Feeling nervous,0.00321535760481016,0.0287242720672188,6,37,4.67884310295733,26.8557017667109,DSCAM;NFIA;DENND1A;DPYD;NF1;SNCA
10074,GWAS_Catalog_2019,5,Smooth-surface caries,0.00321535760481016,0.0287242720672188,6,37,4.67884310295733,26.8557017667109,ANKRD17;RPS6KA2;ITPR2;IRAK3;ARHGAP15;SIPA1L2
28062,Reactome_2016,4,Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656,0.000797614112526802,0.0287993492538303,10,69,3.73586754188302,26.6512518314008,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;SKP2;PSMA7;PSMB9
25284,GO_Biological_Process_2021,4,interleukin-1-mediated signaling pathway (GO:0070498),0.000804089078331113,0.0288131919735315,12,94,3.22917785377159,23.0104771681537,PSMA5;PSMA3;PSMD12;PSMD4;IRAK1;PSMD13;TRAF6;TOLLIP;PSMB1;PSMC2;PSMA7;PSMB9
61969,Reactome_2016,3,C-type lectin receptors (CLRs) Homo sapiens R-HSA-5621481,0.0012438785370716,0.0288948377204188,15,123,2.66100405679513,17.8008423286004,FBXW11;UBE2D2;PRKCD;CUL1;ITPR1;NFATC3;NFKB1;IKBKB;PAK1;PSME4;EP300;BTRC;RAF1;MAP3K14;PAK2
58303,GO_Biological_Process_2021,3,positive regulation of telomerase activity (GO:0051973),0.00126299541141742,0.0289106102934674,7,34,4.94835680751174,33.0266647812785,HMBOX1;TNKS;XRCC5;PTGES3;NEK7;MAPK1;CTNNB1
58304,GO_Biological_Process_2021,3,protein destabilization (GO:0031648),0.00126299541141742,0.0289106102934674,7,34,4.94835680751174,33.0266647812785,FBXW11;CUL3;MDM2;HTT;EP300;BTRC;CDC73
61970,Reactome_2016,3,Signaling by WNT in cancer Homo sapiens R-HSA-4791275,0.00126299541141742,0.0289106102934674,7,34,4.94835680751174,33.0266647812785,TCF7L2;TNKS2;APC;TNKS;PPP2R5E;CSNK1A1;CTNNB1
61971,Reactome_2016,3,Synthesis of PIPs at the plasma membrane Homo sapiens R-HSA-1660499,0.00126299541141742,0.0289106102934674,7,34,4.94835680751174,33.0266647812785,MTMR3;PIK3CA;PIK3CD;PIP5K1A;PIP5K1B;PIK3CB;PIK3C2A
28063,Reactome_2016,4,Apoptosis Homo sapiens R-HSA-109581,0.000813355104366938,0.0289260875462828,17,163,2.57562186671776,18.3238567826575,BCAP31;PSMD12;DFFA;PSMD13;TNFRSF10A;PSMA7;LMNB1;PSMB9;PSMA5;PSMA3;BCL2L11;PSMD4;PSMB1;PSMC2;TNFSF10;TP53BP2;TP53
32926,GO_Biological_Process_2021,0,tRNA export from nucleus (GO:0006409),0.000519091837855072,0.0289850660862823,8,34,5.12412432836836,38.7559543310087,NUP93;NUP205;POM121;NUP107;POM121C;TPR;NUP153;NUP160
32927,GO_Biological_Process_2021,0,tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),0.000519091837855072,0.0289850660862823,8,34,5.12412432836836,38.7559543310087,NUP93;NUP205;POM121;NUP107;POM121C;TPR;NUP153;NUP160
32928,GO_Biological_Process_2021,0,regulation of mRNA metabolic process (GO:1903311),0.000520078084213972,0.0289850660862823,5,13,10.3907627865961,78.5700811143954,DHX9;SAFB2;SAFB;CDK11B;SUPT6H
36709,Reactome_2016,0,PI Metabolism Homo sapiens R-HSA-1483255,0.00050802443320592,0.0289850660862823,11,60,3.74388478795774,28.39729503781,FIG4;MTMR1;VAC14;ARF1;SYNJ1;MTMR14;SACM1L;INPPL1;PIK3C3;PI4KB;PIK3C2B
41984,GWAS_Catalog_2019,9,Lung adenocarcinoma,0.00165548760363072,0.0289946828864466,8,123,3.89246293758565,24.9260080043286,PTPRZ1;MOG;DLC1;NRG1;AK5;MDGA2;CLU;LRP1B
5116,GO_Biological_Process_2021,5,lamellipodium assembly (GO:0030032),0.00328541709156963,0.0291638936442874,5,26,5.75146935348447,32.8884067306034,P2RY12;CYFIP1;CCDC88A;SRGAP2;ARHGEF6
8695,Reactome_2016,5,Recycling pathway of L1 Homo sapiens R-HSA-437239,0.00328541709156963,0.0291638936442874,5,26,5.75146935348447,32.8884067306034,RPS6KA3;DPYSL2;RPS6KA2;NUMB;DNM2
8696,Reactome_2016,5,PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases Homo sapiens R-HSA-8849471,0.00328541709156963,0.0291638936442874,5,26,5.75146935348447,32.8884067306034,SPRED1;RASA1;ELMO1;NF1;RASAL2
9767,KEGG_2021_Human,5,Autophagy,0.00336855789739908,0.0298596214186705,13,137,2.54453952228515,14.4867519250887,UVRAG;RAB1A;MAP2K1;PTEN;IRS2;PIK3R1;HIF1A;VMP1;AKT3;BCL2;ATG7;CTSB;RAB7A
32929,GO_Biological_Process_2021,0,regulation of mRNA catabolic process (GO:0061013),0.000550961118379147,0.0303194341313952,17,122,2.70649350649351,20.3091113302968,YTHDF2;PSMD14;YTHDF3;YWHAB;PARN;SAMD4B;ELAVL1;YWHAZ;RC3H2;PSMB7;CNOT1;DHX36;UBC;PSMD1;PSMF1;DCP1A;ZC3H14
36710,Reactome_2016,0,Regulation of HSF1-mediated heat shock response Homo sapiens R-HSA-3371453,0.00055373525968905,0.0303194341313952,13,80,3.2385408658307,24.2852475034223,HSPA9;NUP205;POM121;NUP107;HSPA4;NUP153;NUP160;NUP93;HSPH1;DNAJC7;POM121C;TPR;NUPL2
41724,KEGG_2021_Human,9,Cocaine addiction,0.00176422723571512,0.030481628080555,5,49,6.32715650826446,40.1144412378004,GRM3;GRIA2;GRIN2A;JUN;GRIN1
28064,Reactome_2016,4,Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253,0.000864553520868064,0.0305174489082533,11,82,3.41669926969223,24.0989958880463,PSMA5;PSMA3;PSMD12;PSMD4;PPP2R1A;PSMD13;PSMB1;PSMC2;AXIN1;PSMA7;PSMB9
28065,Reactome_2016,4,CDT1 association with the CDC6:ORC:origin complex Homo sapiens R-HSA-68827,0.000873214636249717,0.0305948535515642,9,58,4.04590658434274,28.4966518719007,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
57797,KEGG_2021_Human,16,Non-alcoholic fatty liver disease,0.00350269156354541,0.0307396211616745,6,155,4.35054207537429,24.5989376226191,NDUFS8;UQCRB;COX7A2;NDUFC1;COX5B;PRKAB1
39206,GO_Biological_Process_2021,9,negative regulation of epithelial cell proliferation (GO:0050680),0.00179978552156729,0.0307888890619743,6,72,5.07044807044807,32.0456768681938,RGCC;NFIB;GHRL;PTPRK;FGFR2;ROBO1
63245,KEGG_2021_Human,3,Cell cycle,0.00135110498471431,0.030815019869557,15,124,2.63645160690027,17.4185941983999,SMAD2;YWHAE;SMAD3;TGFB1;PRKDC;CUL1;CDC14B;STAG2;CDC27;ABL1;MDM2;EP300;E2F3;MAD1L1;ATR
61972,Reactome_2016,3,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer Homo sapiens R-HSA-2173793,0.00136021047465296,0.0309102902066064,8,44,4.24370594159114,28.0089507648031,SMAD2;CDK8;SMAD3;USP9X;UBE2D3;SKIL;RNF111;TRIM33
57346,Reactome_2016,16,Nucleotide Excision Repair Homo sapiens R-HSA-5696398,0.00355281670632798,0.031055298221847,5,108,5.22812881319964,29.4867225845997,UBB;MCRS1;RAD23A;RPS27A;UBA52
5117,GO_Biological_Process_2021,5,positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),0.00352238248924984,0.0310912268452517,9,77,3.20545420699926,18.1063852893876,LYN;IL18;HCLS1;IRS2;PIK3R1;JAK2;PIK3AP1;PTK2;PIK3R5
5118,GO_Biological_Process_2021,5,positive regulation of tumor necrosis factor production (GO:0032760),0.00352238248924984,0.0310912268452517,9,77,3.20545420699926,18.1063852893876,PTPRC;SYK;IFNGR1;STAT3;PLCG2;PTPRJ;JAK2;HAVCR2;TLR2
9768,KEGG_2021_Human,5,Chemical carcinogenesis,0.0035202244348282,0.0310912268452517,19,239,2.10162587412587,11.872569053924,RB1;MAP2K1;HSP90AA1;PRKCB;STAT3;CACNA1A;PRKCA;CACNA1D;ARRB1;PIK3R1;ADCY7;RPS6KA3;CCND3;RPS6KA2;AKT3;BCL2;GRB2;JAK2;SOS1
5119,GO_Biological_Process_2021,5,actin polymerization or depolymerization (GO:0008154),0.00353568536742902,0.0311209834237046,7,50,3.93780831571529,22.228329859873,PREX1;SCIN;GSN;EVL;JAK2;ARHGAP6;TTC17
10075,GWAS_Catalog_2019,5,Alzheimer's disease (cognitive decline),0.00353568536742902,0.0311209834237046,7,50,3.93780831571529,22.228329859873,BCAS3;PSMA1;MAN2A1;ELMO1;EXOC4;PRRC2C;AFF1
63246,KEGG_2021_Human,3,Hippo signaling pathway,0.00137503416143094,0.0311343475108117,18,163,2.38097309432771,15.6888905421024,SMAD2;YWHAE;TCF7L2;SMAD3;TGFB1;FBXW11;PPP2R2A;ACTB;MOB1B;PAK1;RASSF2;APC;RASSF4;PPP2R2D;CTNNA1;CTNNB1;BTRC;BMPR1A
58305,GO_Biological_Process_2021,3,protein-containing complex subunit organization (GO:0043933),0.00140485445678169,0.0315815310141031,14,112,2.73570704877696,17.9676357670073,MAGI1;RANBP9;MITF;SPG7;CD2AP;APC;CAPZA1;CAPZA2;MDM2;PTK2B;SNX9;MDM4;NUP98;KPNA3
58306,GO_Biological_Process_2021,3,regulation of macroautophagy (GO:0016241),0.00140485445678169,0.0315815310141031,14,112,2.73570704877696,17.9676357670073,BNIP3L;SMG1;ATP6V0E1;CLEC16A;GNAI3;RPTOR;MAPK8;LARP1;PIK3CA;SESN1;RB1CC1;ATP6V1H;SLC38A9;ATP6V0A1
41112,Reactome_2016,9,MAPK family signaling cascades Homo sapiens R-HSA-5683057,0.00187454163978593,0.031919278477466,13,284,2.70140736291084,16.9631933743573,JUN;PAQR3;PPP2R5B;PEBP1;NRG1;KALRN;GRIN1;GRIN2A;NRG3;ERBB4;NCAM1;SPTBN1;FGFR2
63247,KEGG_2021_Human,3,Ras signaling pathway,0.00143006052422253,0.0319533190050688,23,232,2.11431394996135,13.8488377965382,GAB1;PIK3CD;PIK3CB;ETS2;NFKB1;IKBKB;RAP1B;PAK1;MAPK8;PIK3CA;RASA3;PDGFC;REL;ABL1;ABL2;MAPK1;SHOC2;RAC1;RAF1;PAK2;SOS2;EXOC2;BCL2L1
63248,KEGG_2021_Human,3,Progesterone-mediated oocyte maturation,0.00143158205363908,0.0319533190050688,13,100,2.86025408348457,18.7317328153964,GNAI3;PIK3CD;PIK3CB;MAPK14;GNAI2;STK10;MAPK8;PIK3CA;CDC27;RPS6KA1;MAPK1;RAF1;MAD1L1
10076,GWAS_Catalog_2019,5,Reticulocyte count,0.00364324613487638,0.0320227538951897,15,171,2.33577806122449,13.1151139862813,ARL15;STX7;MYO9B;DLEU7-AS1;ATRN;SLC25A37;CCND3;ATXN1;CUX1;KANSL1;TRPS1;BCL2;TLN2;RREB1;SH2B3
5120,GO_Biological_Process_2021,5,response to calcium ion (GO:0051592),0.00366545276411076,0.0320426463650927,11,107,2.77806419204738,15.5816159246643,MEF2A;RYR1;TRPM2;PPP3CA;MEF2C;CAMK2D;KCNMA1;PLCG2;BRAF;SLC25A13;SYT17
5121,GO_Biological_Process_2021,5,regulation of phosphoprotein phosphatase activity (GO:0043666),0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,GSK3B;NUAK1;PPP1R12A;PPP6R2;BOD1L1;PPP6R3
5122,GO_Biological_Process_2021,5,response to cAMP (GO:0051591),0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,RAP1A;KCNQ1;AKAP9;RAPGEF1;RAPGEF2;ZFP36L1
5123,GO_Biological_Process_2021,5,synaptic vesicle endocytosis (GO:0048488),0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,ITSN2;GAK;KIAA1109;SNCA;DNM2;PICALM
8697,Reactome_2016,5,MAP2K and MAPK activation Homo sapiens R-HSA-5674135,0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,APBB1IP;MAP2K1;RAP1A;ARRB1;BRAF;MARK3
9769,KEGG_2021_Human,5,Th1 and Th2 cell differentiation,0.00367408403922788,0.0320426463650927,10,92,2.95511453213391,16.5677060602446,PPP3CA;IL4R;MAF;MAML2;IFNGR1;IFNGR2;NFATC2;MAML3;RBPJ;JAK2
10077,GWAS_Catalog_2019,5,Acute lymphoblastic leukemia (childhood),0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,TBXAS1;PDE4B;PIP4K2A;PTPRJ;IKZF1;AIG1
10078,GWAS_Catalog_2019,5,Coronary artery calcified atherosclerotic plaque (130 HU threshold) in type 2 diabetes,0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,RAD51B;DTNA;NAV3;GNG7;FLI1;MTSS1
10079,GWAS_Catalog_2019,5,Experiencing mood swings,0.00369152555857618,0.0320426463650927,6,38,4.53239281210593,25.3891749582508,FBXL17;BBX;PTPRJ;TCF4;ARHGAP15;TNRC6A
41113,Reactome_2016,9,Signaling by EGFR Homo sapiens R-HSA-177929,0.00190417255677098,0.0321263608431361,15,355,2.49006707946336,15.597052384379,PDE1C;PDE1A;PAQR3;PPP2R5B;PEBP1;ADCY2;NRG1;PTPRK;GRIN1;GRIN2A;NRG3;ERBB4;NCAM1;SPTBN1;FGFR2
32930,GO_Biological_Process_2021,0,regulation of purine nucleotide metabolic process (GO:1900542),0.000594067833477019,0.0322449688396831,9,43,4.41028110359188,32.7618483616332,NUP93;NUP205;POM121;NUP107;POM121C;TPR;NUP153;ZBTB7A;NUP160
41987,GWAS_Catalog_2019,9,Cognitive decline rate in late mild cognitive impairment,0.00192828759698087,0.032384665669843,8,126,3.79291923655966,23.7100043936962,GPM6A;RBFOX1;TENM2;MYT1L;LRRC7;NOVA1;CADPS;ADCY2
32932,GO_Biological_Process_2021,0,toll-like receptor signaling pathway (GO:0002224),0.000610008974110733,0.0325442394564034,14,91,3.03579797979798,22.4710886347698,UNC93B1;ITGB2;HMGB1;CNPY3;CASP8;IRAK2;UBC;BTK;EPG5;PIK3C3;RIPK1;LGALS9;CD14;MAP3K7
32933,GO_Biological_Process_2021,0,regulation of glycolytic process (GO:0006110),0.000621235223877819,0.0328622904020792,12,71,3.39319928413517,25.0547074711443,NUP93;APP;NUP205;POM121;NUP107;POM121C;TPR;ARNT;NUP153;PPARA;ZBTB7A;NUP160
28066,Reactome_2016,4,Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689,0.000971412004775379,0.0331209625970627,12,96,3.15196159576229,21.8644007089766,RPS14;RPS16;RPS7;EIF3K;EIF1AX;RPL12;RPL36;RPSA;EIF3F;RPL29;EIF3D;RPL6
28067,Reactome_2016,4,Degradation of GLI1 by the proteasome Homo sapiens R-HSA-5610780,0.000991074007475982,0.0331209625970627,9,59,3.96478060046189,27.4232826147137,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
28068,Reactome_2016,4,GLI3 is processed to GLI3R by the proteasome Homo sapiens R-HSA-5610785,0.000991074007475982,0.0331209625970627,9,59,3.96478060046189,27.4232826147137,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
28069,Reactome_2016,4,Degradation of GLI2 by the proteasome Homo sapiens R-HSA-5610783,0.000991074007475982,0.0331209625970627,9,59,3.96478060046189,27.4232826147137,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;PSMA7;PSMB9
28070,Reactome_2016,4,Programmed Cell Death Homo sapiens R-HSA-5357801,0.00099799276487647,0.0331209625970627,17,166,2.52336477839834,17.4358564453132,BCAP31;PSMD12;DFFA;PSMD13;TNFRSF10A;PSMA7;LMNB1;PSMB9;PSMA5;PSMA3;BCL2L11;PSMD4;PSMB1;PSMC2;TNFSF10;TP53BP2;TP53
63011,BioCarta_2016,3,PDGF Signaling Pathway Homo sapiens h pdgfPathway,0.0015037503832881,0.0332095859295175,6,26,5.72231155778894,37.1938408119214,MAP2K4;MAPK8;MAP3K1;PIK3CA;RAF1;JAK1
63012,BioCarta_2016,3,Role of Erk5 in Neuronal Survival Homo sapiens h erk5Pathway,0.0015037503832881,0.0332095859295175,6,26,5.72231155778894,37.1938408119214,CREB1;PIK3CA;RPS6KA1;MAPK1;RAF1;MAP2K5
5124,GO_Biological_Process_2021,5,negative regulation of protein serine/threonine kinase activity (GO:0071901),0.00384414804925828,0.0333212667008322,9,78,3.15883324160704,17.566913766005,RB1;LYN;PTEN;NF1;PTPRJ;IRAK3;SH2B3;SORL1;SLC8A1
58307,GO_Biological_Process_2021,3,positive regulation of mRNA splicing, via spliceosome (GO:0048026),0.00154244781206268,0.0333267051632422,5,18,7.33163422922459,47.4678200112245,THRAP3;TRA2B;TRA2A;NUP98;RBMX
58308,GO_Biological_Process_2021,3,protein localization to centrosome (GO:0071539),0.00154244781206268,0.0333267051632422,5,18,7.33163422922459,47.4678200112245,NUDCD3;GOLGB1;CEP192;HOOK3;PIBF1
58309,GO_Biological_Process_2021,3,regulation of establishment or maintenance of cell polarity (GO:0032878),0.00154244781206268,0.0333267051632422,5,18,7.33163422922459,47.4678200112245,ARFGEF1;RAP1B;ROCK2;RUFY3;PTK2B
58310,GO_Biological_Process_2021,3,ERBB signaling pathway (GO:0038127),0.00155156216640094,0.0333267051632422,10,66,3.4133991639037,22.0795486194185,ADAM17;TGFB1;PIK3CA;CUL5;GAB1;MAPK1;PTK2B;PTPN12;PIK3C2A;CBL
61973,Reactome_2016,3,Regulation of signaling by CBL Homo sapiens R-HSA-912631,0.00154244781206268,0.0333267051632422,5,18,7.33163422922459,47.4678200112245,PIK3CA;PIK3CD;PIK3CB;CBL;CRK
32934,GO_Biological_Process_2021,0,regulation of mRNA stability (GO:0043488),0.000639634424329366,0.0335512443417135,19,146,2.50243250843645,18.4044245520093,YTHDF2;PSMD14;FASTKD1;YTHDF3;YWHAB;CIRBP;PARN;SAMD4B;ELAVL1;YWHAZ;RC3H2;PSMB7;DHX36;UBC;PSMD1;PSMF1;DCP1A;METTL16;ZC3H14
5125,GO_Biological_Process_2021,5,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),0.00390149696907308,0.0335861009686552,5,27,5.4897526906343,30.448336661951,CSGALNACT1;CHST11;CHSY1;CHST15;CHSY3
5126,GO_Biological_Process_2021,5,regulation of cardiac muscle cell contraction (GO:0086004),0.00390149696907308,0.0335861009686552,5,27,5.4897526906343,30.448336661951,CAMK2D;DLG1;AKAP9;PDE4B;ANK2
5127,GO_Biological_Process_2021,5,release of sequestered calcium ion into cytosol (GO:0051209),0.00390149696907308,0.0335861009686552,5,27,5.4897526906343,30.448336661951,RYR1;TRPM2;PTPRC;PLCG2;ITPR2
8698,Reactome_2016,5,CREB phosphorylation through the activation of Ras Homo sapiens R-HSA-442742,0.00390149696907308,0.0335861009686552,5,27,5.4897526906343,30.448336661951,RPS6KA3;CAMK2D;RPS6KA2;AKAP9;BRAF
10080,GWAS_Catalog_2019,5,Seasonality and depression,0.00390149696907308,0.0335861009686552,5,27,5.4897526906343,30.448336661951,KCNK13;ZBTB20;UBE2E2;QKI;CAMKMT
61976,Reactome_2016,3,Downstream signaling events of B Cell Receptor (BCR) Homo sapiens R-HSA-1168372,0.00157680594479466,0.0337533340810651,20,192,2.23158618400778,14.3989841120685,FBXW11;CUL1;GAB1;PIK3CD;PIK3CB;NFKB1;IKBKB;CREB1;AGO3;PIK3CA;AGO4;PPP2R5E;PSME4;MDM2;REL;PIP5K1A;MAPK1;PIP5K1B;RICTOR;BTRC
5128,GO_Biological_Process_2021,5,inositol lipid-mediated signaling (GO:0048017),0.00395985055498295,0.0337606114470631,7,51,3.84811179981635,21.2860189514893,CSF1R;ADAP2;PLCL1;PLCL2;IRS2;GAB2;PIK3R1
5134,GO_Biological_Process_2021,5,protein polyubiquitination (GO:0000209),0.00397025221581068,0.0337606114470631,23,314,1.92603712757289,10.6489160887961,PRKN;WSB1;SMURF2;SMURF1;PELI2;UBE2E1;FBXL17;NEDD4L;UBE2E2;FBXO11;FBXL20;RNF144B;ZNRF2;RNF213;RNF216;PSMA1;TTC3;UBR5;PELI1;BCL2;TRIP12;ARIH1;UBE2K
57352,Reactome_2016,16,FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837,0.00399408521981248,0.0338340655299945,5,111,5.07938962779668,28.0531677433802,UBB;PSMD3;TAB3;RPS27A;UBA52
32935,GO_Biological_Process_2021,0,microtubule nucleation (GO:0007020),0.000653638499266569,0.0340000959368494,6,20,7.12911360484176,52.2774771870893,TUBGCP2;NDE1;CSNK1D;SLAIN2;TUBGCP3;NDEL1
58311,GO_Biological_Process_2021,3,negative regulation of protein phosphorylation (GO:0001933),0.00160627845852092,0.0341480231626906,17,152,2.41409214092141,15.531871214667,TGFB1;SEMA4D;PRKDC;PRKRIP1;PRKCD;DTNBP1;CORO1C;DNAJC3;MLXIPL;SPRED2;IBTK;DEPTOR;RASSF2;SIRPA;EPHB2;PAK2;NCK1
58312,GO_Biological_Process_2021,3,regulation of gene expression (GO:0010468),0.00160792130846982,0.0341480231626906,76,1079,1.47416776696936,9.48304564474129,SPI1;TRRAP;WWC2;HP1BP3;PIK3CD;PRDM2;PIK3CB;AFF4;CCAR1;SNRNP70;SUFU;GPBP1;POGZ;SPIN1;EP300;SIRPA;EPHB2;YAF2;TRIM22;FBXW7;TFEB;RC3H1;MITF;DICER1;PARP9;PTBP2;PTBP3;SFPQ;DMTF1;PSPC1;TRAF3;HNRNPH1;NFX1;IRF2;ZNF516;ADNP;GAS6;CLOCK;ROCK2;FOXK2;PSEN1;NLK;NR2C2;NSD3;MAPK8;LARP1;HNRNPDL;TRA2B;ABL1;MAPK1;GPBP1L1;APOE;SMAD3;TGFB1;FUS;DTNBP1;MSN;WWP2;LILRB1;MAPK14;NFKB1;ZNF33A;P2RX7;MLXIPL;GON4L;AGO3;AGO4;FUBP1;SP3;HNRNPD;REL;TRIM38;NFE2L2;TAF1;HSPA1A;BMPR1A
58313,GO_Biological_Process_2021,3,regulation of cellular component organization (GO:0051128),0.00161157762374943,0.0341480231626906,16,139,2.49280673517395,16.0300976337481,ARHGEF11;URI1;SEMA4D;ROCK2;HNRNPU;TMC8;CAMSAP2;RAP1B;RPTOR;ITCH;ZFYVE16;ABL1;ABL2;CHPT1;APOE;SGK1
51938,Reactome_2016,10,Hemostasis Homo sapiens R-HSA-109582,0.000700413740651651,0.0342125173318306,18,552,2.50718578521035,18.2117947379286,ITGB1;ANXA2;ITGA4;DOCK9;SERPINE1;ATP2A3;PPP2R5A;ACTN4;SOD1;DGKQ;IRF1;HABP4;RAC2;PRKCQ;FYN;PLCG1;CD47;CD44
5135,GO_Biological_Process_2021,5,regulation of tumor necrosis factor production (GO:0032680),0.00405332837050825,0.034420337260129,12,124,2.59879288437103,14.3147149255584,CX3CR1;PTPRC;SYK;IFNGR1;STAT3;PLCG2;PTPRJ;IRAK3;JAK2;VSIR;HAVCR2;TLR2
39208,GO_Biological_Process_2021,9,regulation of stress fiber assembly (GO:0051492),0.00207154678680789,0.0344757877008118,6,74,4.92081447963801,30.4079748209779,TMEFF2;RGCC;LIMCH1;DLC1;F11R;SLC9A1
41988,GWAS_Catalog_2019,9,Longevity,0.00207154678680789,0.0344757877008118,6,74,4.92081447963801,30.4079748209779,FSTL5;EPHA6;NRXN1;NCAM2;CSMD1;TRPM3
57354,Reactome_2016,16,G1/S Transition Homo sapiens R-HSA-69206,0.00414950849503759,0.034748174191269,5,112,5.03166334712221,27.5974929637435,TFDP1;UBB;PSMD3;RPS27A;UBA52
57355,Reactome_2016,16,Activated TLR4 signalling Homo sapiens R-HSA-166054,0.00414950849503759,0.034748174191269,5,112,5.03166334712221,27.5974929637435,MAP2K3;UBB;TAB3;RPS27A;UBA52
